"","13620001.HGL","13620001.LGL","13620002.HGL","13620003.HGL","13620003.LGL","13620004.HGL","13620004.LGL","13620006.HGL","13620006.LGL","13620007.HGL","13620011.HGL","13620011.LGL","13620030.HGL","13620030.LGL","13620033.HGL","13620033.LGL","13620041.HGL","13620043.HGL","13620043.LGL","13620056.HGL","13620056.LGL","13620068.HGL","13620068.LGL","13620080.LGL","13620094.HGL","13620094.LGL","13620110.HGL","13620110.LGL","13620116.HGL","13620116.LGL","13620127.HGL","13620127.LGL","13620135.HGL","13620135.LGL","13620147.HGL","13620147.LGL","13620159.HGL","13620159.LGL","13620175.HGL","13620175.LGL","13620195.HGL","13620195.LGL","13620212.HGL","13620212.LGL","13620216.HGL","13620216.LGL","13620253.HGL","13620253.LGL","13620265.HGL","13620265.LGL","13620296.HGL","13620296.LGL","13620306.HGL","13620306.LGL","13620310.HGL","13620310.LGL","13620336.HGL","13620336.LGL","13620346.HGL","13620346.LGL","13620347.HGL","13620347.LGL","13620399.HGL","13620399.LGL","13620400.HGL","13620400.LGL","13620481.HGL","13620481.LGL","13620485.HGL","13620485.LGL","13620543.HGL","13620543.LGL","13620553.HGL","13620553.LGL","13620620.HGL","13620620.LGL","13620636.HGL","13620636.LGL","13620637.HGL","13620637.LGL","13620645.HGL","13620645.LGL","13620656.HGL","13620656.LGL","13620690.HGL","13620690.LGL","13620692.HGL","13620692.LGL","13620696.HGL","13620696.LGL","13620705.HGL","13620705.LGL","13620733.HGL","13620733.LGL","13620734.HGL","13620734.LGL","13620746.HGL","13620746.LGL","13620748.HGL","13620748.LGL","13620753.HGL","13620753.LGL","13620781.HGL","13620781.LGL","13620811.HGL","13620811.LGL","13620834.HGL","13620834.LGL","13620918.HGL","13620918.LGL","13620926.HGL","13620926.LGL","13620930.HGL","13620930.LGL","13620983.HGL","13620983.LGL","13620987.HGL","13620987.LGL","13620991.HGL","13620991.LGL","13621023.HGL","13621023.LGL","13621025.HGL","13621025.LGL","13621026.HGL","13621026.LGL","13621029.HGL","13621029.LGL"
"ANAEROFRUCAT.PWY..homolactic.fermentation",2.85535389463442,2.7380587427562,1.53434553034118,0.944588617867142,0.465274489707389,0.305678743242287,0.768298676989387,1.64265998835046,1.76323733568166,1.07551209443698,1.15165752659948,1.40801072021014,1.47989793788423,0.986330833871545,2.32391187873313,2.36602839915712,2.00615078428583,0.772443115705155,0.998816504767083,1.11841288738872,2.12960284759126,1.0656136687182,1.23012306641335,1.74167407243335,0.804334468795979,1.39970704776822,2.18299732853591,2.72673314530518,0.537216536489964,0.412673149809512,2.14758674332203,1.85036338895715,0.679450823055371,0.490149069030861,1.42545930476536,3.0801869200859,2.4819111302751,1.7365182893677,2.85117134811865,2.77981861702557,1.2991156829499,0.656121060857325,0.565148700939777,0.759581973233555,1.77696303091891,0.612862011597607,1.91773725739837,1.35088757058322,1.8625743796789,1.17762444095081,1.25572429579011,2.87592943520345,1.94579870156334,1.73756563050431,2.11998026911623,1.16333126688933,2.27914735864203,0.852102739384883,1.52638937494874,1.6771338484346,1.53826996131003,1.48571018586717,2.05674304832548,2.67705038596433,2.05858665087885,1.73853006971098,0.996612907208853,1.26479462178288,2.8317982150012,2.44089374511272,1.46135567716001,1.7912514666599,2.18286706276135,1.37505055569953,3.29639867049961,1.68062591835971,0.476257244892249,1.56926261474754,1.91305981559588,1.40154309406528,0.898510212846871,0.336557616698805,1.39544673569892,1.46627733338907,0.979220531057908,1.43777637014073,0.971376168625002,0.677963698926788,-0.0993568934932398,1.27610355585331,2.5454272570001,2.64648066031162,0.476371317754291,0.789787667345873,1.46713859558446,1.96426923671084,1.30849485099302,1.47548961111256,2.24434518581758,2.41352097101068,0.687795290061869,1.80053342177584,0.617053937532881,1.31640065383516,0.0988237683796915,0.643985449459641,1.43099707672317,2.5268450532579,1.70217434801434,2.12137685857249,1.67121183639188,1.81971313929871,1.54463375313963,1.10522884175173,2.69634776430362,2.79525784257779,2.07787532143721,2.43366722284637,0.784805472594862,2.3766098971243,1.02011456226576,1.47496551834931,1.4017123735163,1.33576335257038,2.37629594070324,1.83994749781563,2.14269770084888,1.53647072381156
"ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.",1.5296810420444,1.81618598590178,1.84245997149907,1.11796095273242,1.1254130571776,1.68292381617471,1.86182835376384,1.49678444648781,1.19878329229666,1.50711974499177,0.912228298783623,1.17540962800517,0.741100198610142,0.712516545591633,1.45187838943916,1.30230735139777,0.597764751537764,1.60187713914914,0.940091559205326,1.52532723615599,1.29057774841812,1.16672829742624,1.49155554987095,1.50281430469616,0.795268234275938,1.28382104675578,1.0473220031788,1.14814015985867,0.62401664720242,0.323300887220769,1.01209663657237,0.763785479366895,0.674930626017989,0.274756640679983,1.06519314936397,1.25083427129561,1.53979407755505,1.29825360043791,1.84042294862881,1.28190592389719,0.828404111835505,0.776760949203966,1.28693436096812,1.02075464427494,0.794428343658666,1.94527433170099,0.794220374426255,1.17240430532201,1.7194244172489,1.01526204890392,1.30906556497366,0.866583607223196,1.05573708397625,0.839508170938625,2.24328520478354,2.13135571060131,0.641481291319126,0.61055833660384,1.03743845262625,1.30459865220891,1.38239058287347,1.12422224524173,1.32405594280198,1.45611748561877,1.87019898509531,0.850839419661184,1.74024543703233,1.22273656610342,1.1759141639736,1.0732238417792,0.897271409296659,0.838451626642898,0.911975299974134,0.624054091110101,1.03962272115497,1.12041830015645,1.5589092334741,0.910195388186905,1.55872804728349,1.66502886763704,1.36668869966948,0.924989178402281,0.767434457940372,1.29207494997754,1.36704110928614,0.404990291417438,1.16084276060928,0.817926089365727,0.761574634496813,0.707445277040553,1.27183798650631,1.19903467012169,1.55414676674651,1.4423225058706,1.20361463830768,0.49467161164755,1.03993849917643,0.510222665080415,1.03169866673724,1.35734930932024,1.03310931892854,1.12193710468135,1.21426160615507,0.944783498663914,1.92276491783485,1.9153870460961,1.11069731654493,1.66820991446909,1.09204502426039,1.31934046616567,1.25360207598651,1.1689885488005,1.18150333207044,0.994702809633483,1.40642782452698,1.47698300922226,0.660143685310764,0.819390243799477,2.05395932235314,1.5958950732961,1.1209092677672,1.37075016921417,1.30071532792009,0.731956527418544,0.943733829634528,0.418913138537937,2.44572140710296,1.63835192026579
"ARGININE.SYN4.PWY..L.ornithine.de.novo..biosynthesis",-0.290317639726648,1.03646816706929,0.232194107612691,-0.385386260241068,-0.595637444931371,0.174022842055414,-1.24942093449893,-0.160154865483694,1.00297609349937,0.477097024715333,-0.0917589046911837,-0.298447394541592,-0.355270609248454,0.542129254074447,-1.47074475078451,-0.46451433965446,0.519219816019545,-0.218302892675819,-0.343011297962057,0.156422505912986,-0.539179865592417,-1.16104016768952,1.5954415975016,-1.41157150357558,-1.43521408075956,-1.14130599226371,-1.30591679602142,0.214199425580318,0.414687603304827,-0.390617577303012,0.68897703452066,-0.58415698046142,-1.29899929354812,0.789812702037575,-1.15685871079544,0.14961056500461,2.10850772978218,0.52995084568852,-0.255866466627981,-1.35383365544735,0.152287276377005,-0.349362256593961,0.579489126024329,0.605494333852509,-0.568668015356262,0.566230652821543,-0.515434925188708,0.188059043236955,-0.551547252313766,-0.171766514093506,-0.745674446574863,-0.0377708299818505,0.296944831132859,1.51063284603898,3.22477656482595,0.485509264531533,0.513551382984506,-1.31767840972498,-0.230961217526251,1.99254367182359,0.0421259946276339,0.0853838631677335,-1.33192082462803,-0.00597211713236574,0.0953978667820959,-0.873286112247442,-0.220997528887824,0.341883303706964,-0.883440945067886,0.433194493979929,-0.64444916911516,-0.794682564161041,-2.09527160394416,-0.749654431136607,-1.35068805612082,-0.797726476770279,-1.11560369922939,-0.983061597114865,-0.721810612742781,-0.423346296225871,-0.758684528221761,-0.242010727411745,0.281597369180813,-0.642175527688381,-0.273411141221348,-1.7292199159907,-0.355972082028667,-0.176816417486136,-0.265835374393379,0.226557851872953,-2.51782495962266,-0.0188897038299059,-1.2231245343489,-1.24828264046514,-0.955460394368486,-0.844478715604976,-1.24677886423236,-0.881871549089394,-0.553540483554253,0.591957015682472,-0.379702626677097,0.399192973389129,-0.5004015443771,0.624961808468593,-0.260221010095765,-0.445870919468779,0.415650514414731,0.154842406869233,-0.664852931894538,0.357968566651146,-1.36177599129611,0.405970582982565,0.316226855396915,-0.444342844581783,-0.51990035783456,0.235236889089815,-0.968923869414283,-0.00752738828928332,0.0244615301409958,0.757893722864506,-0.382214431185873,-0.878767050396643,0.419452596893156,-0.422816284767966,-0.782401986252986,-0.0324388557145787,-1.14215910233779,-0.307985314536436
"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine.",-4.45159257476062,-1.36632514472309,-4.74392266663728,-0.248894533307488,-0.714207196588049,-1.23547379531475,4.69972929338667,0.391547780167342,-1.8025723889879,-1.55714459415158,-0.698110384741274,-0.826908394424211,-2.18420162640367,0.102631259028892,-1.34426716701183,-0.13573024337452,-1.29492978923317,-2.57451491387083,-2.78435370521424,-0.437377059806052,-0.640364138188938,0.380618638177376,-0.745763954215717,-1.42730820046777,0.342714024780458,-1.44076860512749,-2.47139267671094,-0.156882836977814,-0.316082611339662,-0.238115643189409,-2.65809165387154,0.991354041530447,-0.0946675867526336,-1.67156791461472,-0.429132976657641,-0.566318357351706,-1.82856256480813,-0.810209591894463,-3.66310149812916,-0.634350010897129,-1.00773623826802,-3.50030113820651,1.10694457276663,-0.0225354233523992,-0.75720606197861,-2.89556671640431,0.444783664962178,0.187273675566319,-1.1915111531777,-5.36372535737212,-0.488034111901721,-2.09766550465964,-1.20620231142853,-2.4293971780555,-0.128673607018974,-0.10192789232934,-0.691045066014131,-0.933835016211648,0.352781119930903,-1.22205727412004,-2.21149134878869,-1.96393701479566,-4.66017849507666,0.907467558240039,-3.35456910844823,-3.3014863441141,1.11296696495818,-5.84287141271474,-0.982266188950951,-1.44107020088282,-0.780376085816854,-0.882914076064562,-2.52624425405167,-0.217655183471211,-1.89374281506187,-0.947019381109268,-2.27040285634402,-1.23479796050119,-0.396435606929975,-2.05927845903608,-0.0800787610660379,-0.353693541429931,0.402722176845605,-0.715985803373139,1.16815420921741,0.746751313457963,-1.0981534096981,-0.430366978718306,1.01637507992462,-0.686199238261076,-2.74543498046163,-1.922040617632,-0.828444712846062,-0.832847635620347,2.70552899339156,3.33209206139293,-1.93198138674307,-3.23685701703026,-1.18267145072347,-1.46050466135328,-1.4771327120075,-0.885414421638504,-1.41020583809774,-3.40136190908605,-1.57430867954454,0.626504552965047,0.0880465903044564,-0.245685414943097,-3.36131259749151,-0.733209861940131,-1.02743673489438,-1.70499174197068,-2.62221656660257,-0.283177630995275,-0.148495200672406,-1.17292567947354,-1.78072551796258,-1.99654743720253,-1.92471109021731,-0.473708789989707,-1.03797077406393,-1.10425998261099,-1.03387671029463,-1.60308647230873,-3.31823951495312,-0.987974897649898,-1.29903479267192,-3.01753387521933
"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle.",-3.30610228833972,-1.44013037008905,-3.79964330090822,-0.222082515639675,-0.623413994502339,-0.0628846491592353,3.594166328051,-1.1547885791902,-1.87515840988635,-1.76886746734087,-0.813588187310661,-1.0041725313176,-1.05024545789027,0.0366932189441555,-3.17334535459745,-0.0550006641019498,-1.571000074237,-2.93666273553668,-3.26361159929654,0.176565329291377,-0.541922526935995,0.455796697986499,-0.662974029594613,-1.60624554449735,0.687875894304754,-1.603318779411,-2.88942828589752,-0.0427584446717088,-0.513707815386505,-0.533956601126423,-2.89135377653577,1.15198866642251,-0.124330010506974,-1.52417631426146,-0.504358044131612,-0.533536799263305,-1.88582490290481,-0.791160651252334,-6.43339251162313,-0.597251632256747,-0.977724522408928,-2.22497137837425,1.29862312745147,0.00381808512698221,-0.844981365211692,-3.36851533410948,0.691730679651625,0.277187326402441,-1.46452827466899,-4.60177223110347,-0.296956016794829,-2.47760672379767,-1.29875437339814,-2.93854174868835,-1.19950053910413,-0.00744907734127837,-0.712241676538771,-1.01848925115985,1.23386352433569,-1.41309981897357,-2.64266645706328,-2.22140114957306,-3.45556130303906,1.05932758646697,-2.03546680879476,-2.00578235259401,1.66925812257767,-4.92830981044457,-1.03634240647619,-1.49056561481779,-0.827402398385275,-0.802267941463247,-2.82967494660432,-0.16382216305472,-2.11373549360005,-0.971266785931332,-2.54297943334271,-1.58185971724726,0.0201572432359488,-2.07375154821581,0.271031181927237,-0.38109419348682,0.540493539616232,-0.747395417452687,1.84549005094438,0.805721691552328,-1.38460630388086,-0.538000048580145,1.2685661405324,-0.865505664215479,-2.77643411446642,-1.77926887069469,-0.850568926283173,-0.789030184356231,3.53774334504851,4.05558612880636,-2.19114874893532,-3.18258958128593,-1.31435223150297,-1.54355969523864,-1.82948008967804,-1.06271286476825,-1.729483017835,-3.82621656134862,-1.64182882503045,0.53005076016093,0.0925186801870054,-0.105460812840336,-3.20746778089353,-0.568556753252841,-1.09764697987179,-1.72721713185882,-3.11649804478738,-0.247444922507882,0.0326651122818301,-1.16419554911722,-1.61157458013141,-2.90587745816517,-2.07429826291936,-0.223798291076034,-1.14496391240994,-1.15306145792279,-1.18168932396857,-4.3536765811827,-3.7071881017051,-4.48656666016225,-2.10876125853483,-2.96546872963447
"ARO.PWY..chorismate.biosynthesis.I",-1.18869996568239,-1.09126700940558,-1.97416607317736,-0.85252917549923,-1.21591150606114,-2.73716758561166,-1.66223639529873,-0.91759170142831,-0.858235021986167,-1.10200376150954,-0.809089362323001,-0.726178595653852,-1.31163162203869,-1.101545510462,-1.20358165959931,-1.26540005585891,-1.28441232873263,-1.1436755725111,-0.961813888425838,-0.924746693416622,-1.44357548959928,-1.31913557762401,-1.95953676046076,-1.06601349603812,-1.00713877575042,-0.44751471853827,-1.16534379127856,-1.2411919892635,-0.981565224936942,-0.873738097216768,-1.26524399753553,-0.868057622029566,-0.86911129174058,-0.729626548158044,-0.972107092768639,-1.31793016072056,-1.40419083748899,-1.78815545894649,-1.06851360153879,-0.777553993842888,-1.10633336027782,-1.48327477790343,-1.09904008988404,-0.680893110796381,-0.392358630344364,-1.20726456493624,-1.30647334453984,-0.961103128544179,-1.70152936429016,-1.58571289726243,-1.28135474022397,-1.34464450740469,-1.33554264595579,-1.09904627075247,-1.30378534677487,-1.48058289620484,-1.12377658271703,-0.503194082941788,-1.08273171475173,-1.41914444048371,-1.41546844855602,-1.09894428980953,-1.13186007705887,-1.285688532068,-1.398839780882,-1.51163307282976,-1.51519985076458,-1.43893688453271,-0.949753256345854,-1.27576884730671,-0.975439182495083,-0.86537687058073,-0.636503687192162,-1.32684885385613,-1.3015219044881,-1.01755139935655,-0.990839178926444,-1.07330521817711,-0.94614074184555,-0.699337379365662,-0.721025635677221,-0.795776631184004,-1.38538249132217,-1.38281814128944,-0.769437894965436,-0.398221725194205,-1.02224383675041,-0.889853277376259,-0.976937729771465,-1.0659017424489,-1.37810801364364,-1.52878131841705,-0.954330577441829,-1.13464808400046,-0.80591547008003,-1.1218695127993,-0.502088269500513,-0.859380998216353,-1.18312672954178,-1.43868266272945,-2.1481802120527,-1.53879836271634,-0.878130511114812,-1.24179235180352,-1.58958507992084,-1.14043430393545,-1.17709857404855,-1.36179823794284,-1.56999740517103,-1.9090382021605,-1.02457231144439,-0.764677319006204,-0.970605070548402,-0.8764874167031,-1.79600957178087,-1.48487697661551,-1.37685232437823,-1.53922179513824,-1.92163610019201,-0.677017391981774,-0.921444813878079,-1.27788376218134,-1.36599043253985,-1.1451330126959,-1.1755107350538,-0.752706804350452,-1.75564385293027,-1.20934471674994
"CALVIN.PWY..Calvin.Benson.Bassham.cycle",0.686146393133984,0.701655508606644,1.32509277964368,0.324948819078847,0.160055344326869,-0.258974033323518,-0.386368399123149,0.637471139884759,0.486693781339901,0.3164354110105,0.596734820408468,0.62196510868167,0.819905207402593,0.899430883696575,0.680801425147004,0.71849972366933,0.539749419524591,0.286183282246312,0.431248532434761,0.538567960810025,0.0624809590442357,0.213216616642927,0.0916253705356224,0.94555526782929,-0.196217488241436,0.064813887458505,0.487578958753887,0.592464213349918,0.705960213359027,0.613682515099481,0.0259359537697751,-0.0245004068237988,0.386148754734357,0.807684643243107,0.575602776960449,0.725496869996,1.04510742126765,0.827705230098196,1.04677042216245,0.62246186738273,0.685016169087918,0.730226921946368,0.458203493726137,0.663371947190117,0.793496407712245,1.5078149329093,-0.12852377307643,-0.0562961721339531,0.325938977319832,-0.536716548307087,0.210725495575571,0.631430278309166,0.710860421849654,0.329089143461301,1.81653007869237,0.320149598818316,0.592291977533381,0.658810148384965,0.67926163782408,0.724938345459388,0.87287602794958,0.747731113294628,0.398120484080953,0.566006531230313,0.1994242192103,0.665847521255551,0.0870690166206669,0.480699416477345,0.849663058344239,0.731669851800931,0.501892583328224,-0.0330616516868871,-0.804680121848805,-0.0050047236157594,0.574149960509702,0.242193951232867,0.431109434691647,0.673565469071765,0.523361219304096,0.431612263139508,-0.549050080832311,0.218632396715262,0.523933245434084,0.0779539151393125,0.543822494386127,0.0874899976072852,0.847580067774637,1.05625056032068,0.462041845473184,0.229723265180549,0.972582380105268,0.783238714465668,0.028611583779865,0.0784048918675695,0.742928895536435,0.738966666459828,0.1914742165956,0.579624283048849,0.766722359211393,0.2841587458694,0.61461562421961,0.604498374120696,0.379454615605011,1.1046385876459,-0.732715909003828,-0.167928251241232,1.3793936171004,1.30162861504902,0.649532688527384,0.750040462914026,0.531349019009022,0.864738844835782,-0.0185842389997983,0.252367213120495,0.775311867974507,0.0220481651801732,0.0169384028851351,0.431665745215372,0.196544097911824,0.228529353038476,0.920895409202179,0.525617899008537,0.438846399555525,0.670242109653368,0.839403357606932,0.911561206197097,0.673203621566807,0.835624997225641
"CENTFERM.PWY..pyruvate.fermentation.to.butanoate",0.00590295685823641,-3.27985814847375,-0.105765057715108,3.09287889290219,1.2381998811939,1.95984061931525,4.25537987405132,2.43822364314597,4.60163115402237,1.37399892523931,1.12084293055574,-0.274958660319647,0.232206389788201,1.03210789789325,1.63893572033077,0.259905175353353,1.24644457222337,3.43265213394547,5.27949358221343,0.988644699709792,-0.836787258828852,1.17727361658294,2.68532796613835,-1.05787514531188,1.09596491613307,1.84107543107029,3.25578018103788,2.55041804429352,3.75143158474347,4.84229502332767,-2.97520375691529,-1.99187458304731,1.44160564667042,0.671510779528121,0.405491412548806,-0.759431656569516,0.197576068657464,0.77964634865979,-3.30627353318883,-0.167897456614407,2.35335434688627,-0.366970614660256,2.26303741144533,2.9879956637791,1.94075310799055,-0.318971797701519,1.62655594938034,-2.83077279048386,-2.73595606093301,2.92199227825723,1.65597457204765,1.00984876738121,0.30946725880824,1.34793773029858,-0.41756924472987,1.26586292027866,2.09850040894894,0.248182620115733,1.25556115890035,0.955000272474594,4.07763609686516,2.09464820955458,-1.39843278521144,1.62646717260383,-1.03524207888648,-1.44423880579632,3.1202872366298,0.845879400610759,1.26385770929079,0.951222225973914,0.131088964729997,0.267667627106335,-1.60140008032056,-0.33930681776058,0.0466586838664429,3.72600284615475,1.79946451321924,1.88615601046444,0.82057520227986,-2.54073626837199,-1.54581989457205,2.15029970810168,0.564368412352594,1.25763223150488,4.22336076295701,2.55268938346969,2.72148859543574,1.28685749685593,2.27018205586265,2.47333754147106,-0.103181019118238,1.23797970271119,1.05895370391897,1.61411615601703,1.18747639202727,1.6835437563227,-2.85999098682862,1.29707400018743,0.11565920746904,1.62367960829401,1.24877769364971,1.70098561943099,2.56243782364959,1.13381995284418,-1.21956222704504,2.20856095825791,0.0275362655021845,2.89137446649537,1.88466043316491,7.71053784017033,0.801059299211984,-0.758059776780552,1.94682815924845,1.56542657682729,1.21109320648314,-2.29186751457749,2.4286140981861,2.34599808253834,1.20612431053195,-2.7073784282561,0.564709840539249,1.64877833816202,0.998303836635717,0.11609855223658,1.86768300838813,-0.45339935520106,-1.39714408924286,-0.067708983605784
"CITRULBIO.PWY..L.citrulline.biosynthesis",4.353309174704,3.51511949012419,0.557601244094558,2.0908872961344,2.77546358421766,1.70038200918527,1.65906142252516,0.732251830607841,2.54294394081918,1.16680540978079,2.13130302396758,2.65303708059409,2.01618250137886,2.31604724167906,0.61215430626254,1.45023733509705,0.796406710968373,2.85125931635323,0.736310461891361,0.473464833928265,2.47784567533274,1.35576054345017,1.01628236012999,3.49587420940839,1.06820301963513,0.826062337915922,-0.760631289253396,-1.68927366112639,1.11595211884622,0.619300313988146,1.87127197574992,1.67054125377494,2.25557626494291,1.81470217018319,-1.49402373027061,0.0282579491158245,1.71055629896683,1.59761221553557,2.77234176133189,2.2857395481087,0.409591881075557,1.99406916964364,1.0601027378134,-2.23589847661908,2.53637373983829,0.875292530605858,1.49151963494098,-0.637995888670099,5.17844774578889,3.39179521007215,3.53431066500972,2.53568720532517,2.59796016472422,2.14351097167089,0.632798657439266,-0.638505610242585,-0.0478707366956292,-0.141221663631156,0.978378701192701,2.29406488260788,-2.3006189424913,0.529880901440431,0.628101658357356,1.08929474904246,4.08844693274402,2.6020387297388,4.19777105337137,-2.14026575346366,-0.248462582009624,1.45883868029937,1.84915860971469,2.17667382827591,2.15832086785795,3.00842772563843,0.24159615530954,0.896233092207798,1.16519161721557,1.73639273051401,0.849046486061809,3.01886202505608,2.39255647815007,1.6205582600301,1.34271971300178,0.702834822211592,1.35025960715357,1.91718348736469,0.247769567656656,1.68811320287153,-2.66677779965778,3.21520331414859,-1.84894131523394,1.02899341187955,2.90502157628917,1.98576271465083,0.584847080501015,1.21304237811121,1.04372245406701,0.703375388109878,0.855726640529928,1.76884066787742,2.47906237497281,1.23347089415766,-0.425508980496225,-0.800600909815086,1.95039002496784,2.33241578516568,0.18327688365987,2.50534727671363,0.568197530805685,2.6845741542101,1.0008365205562,2.08756467495326,2.32071860959795,2.44478896465284,1.73760456654739,3.1428920783381,1.4129386553961,1.0282508755383,1.60270866232208,2.9438482056536,2.02724607523966,2.54345628919351,2.14447715539714,2.48311666648304,1.02812354521188,1.85057942235636,2.89391937567466,0.968584778978326
"COA.PWY..coenzyme.A.biosynthesis.I",-0.628374231343371,-0.0136575147421602,-3.02725147710396,-0.349823665769036,-0.521100655012966,-0.103466183884265,-1.31325476767046,-0.883978656244171,-1.65590325989387,-1.13504409501369,-0.617585068048617,-1.03232672197084,-1.81999476005207,-1.40086886407132,-1.92841304545843,-0.668824499417481,-0.765089166681086,-0.967800393804912,-1.6129683904743,-0.250663110804164,-3.23674821444789,-2.00127590644992,-1.09412541937952,-1.86682580457392,-0.624020863340568,-1.69398980180075,-1.58431054989246,-1.51213090359911,0.0236669851445183,-0.448114896528275,-1.8056002297067,-0.915198243825654,0.156306000335248,-0.902507859807739,-0.645401151254035,-0.761597095096272,-0.878401005993873,-0.831427277077873,-2.69728439038498,-1.59219696984468,-0.418014443949301,-0.717968299652505,-0.444896535637482,-1.48346436602883,-1.42680388235881,0.0497422760753199,-1.50383015625608,-2.40212276349273,-1.65882033834915,-2.58714261663497,-1.5461737657918,-0.517783647342874,-0.572601933556192,-1.12826041849281,-2.35618443708966,-0.859383615642226,-0.648129734492611,0.100547129030647,-0.245196283448112,-1.67192643609879,-0.689485370381219,-1.07079377199685,-0.536572147481838,-1.68090467499478,-2.79452740902233,-1.70378342900111,-1.66606797757267,-0.240598694515914,-0.384715547733876,-1.01285088504006,-0.820911947498588,-1.41285779182091,-1.18186933049603,-1.35585576163732,-0.653772653602248,-1.77100773487884,-1.0102622349277,-0.997529337453378,-2.99976918725798,-2.96053028060911,-2.78255584275434,-0.472607321733755,-1.36624331901804,-1.22715491540709,-0.934273294523266,-0.170403694929801,-1.27442111492107,-0.200097055613354,0.158543850340115,-0.745633323304398,-1.20411006272166,-2.16577097648329,-1.15416554986155,-0.363972648324423,-0.451612699054484,-0.0688025870380985,-1.18394593809722,-0.442328182396236,-0.835576693473676,-0.909992114658143,0.137241191711593,0.315519859303231,-0.339237460932023,-1.47466474477293,-0.598393560330624,-2.16831080772048,-0.624510100969913,-2.27140550158654,-1.6271325723898,-3.18678727849255,-0.967834254652886,-0.883238689767243,-1.07476921109773,-1.35681245232239,-2.59137943103667,-1.64737705173277,-1.46222882890508,-0.69835148641134,-1.02481006243815,-0.219498394326028,0.161578154819845,-1.19216700680483,-1.94794586837704,0.699889169460294,-1.00343192215714,-1.8188592747998,-1.0561281702658,-0.13288003344548
